word,happy,sad
bracelet,-12.27462,-12.12862
nich,-12.27466,-11.57001
karate,-12.27469,-13.06528
nihh,-12.27482,-11.25736
afford,-12.27496,-10.30983
mtk,-12.27571,-11.83759
casino,-12.27573,-12.70281
sklh,-12.27683,-12.08269
pdhl,-12.27699,-10.28482
connect,-12.27707,-11.8612
pendek,-12.2779,-12.0976
pakai,-12.27859,-12.54979
gaul,-12.27925,-12.18786
tongue,-12.27934,-11.04162
pies,-12.27975,-11.5309
elo,-12.28005,-11.67414
routine,-12.28028,-12.19499
villa,-12.28052,-12.0978
liar,-12.28055,-12.07178
puncak,-12.28076,-11.76546
manggil,-12.28153,-12.61862
jak,-12.28167,-11.82937
accounts,-12.28191,-11.96232
naek,-12.28202,-11.35145
matanya,-12.28234,-12.07584
december,-12.28279,-11.92402
pedir,-12.2829,-12.0498
rate,-12.2832,-11.65148
owww,-12.28327,-11.15129
frente,-12.28379,-11.78515
reviews,-12.28427,-12.62402
blowing,-12.28447,-12.17749
montreal,-12.28477,-12.14505
resist,-12.28479,-12.50838
upside,-12.28579,-12.24278
sgt,-12.28598,-11.82503
apo,-12.2861,-11.94399
attending,-12.28616,-12.5102
iii,-12.28627,-11.85485
dejar,-12.28727,-11.25418
a.m.,-12.28728,-12.28909
inception,-12.28774,-13.2622
blz,-12.28785,-12.18762
timing,-12.28803,-11.79207
shiny,-12.2886,-12.74529
terasa,-12.28864,-11.55115
recommended,-12.28878,-13.78272
apaaa,-12.28895,-12.07622
peduli,-12.289,-11.8435
ikan,-12.28915,-11.76576
cik,-12.28973,-12.33126
childhood,-12.29021,-12.12912
purchase,-12.29058,-12.60423
sticks,-12.29065,-12.95473
estudar,-12.29094,-11.47282
dede,-12.29105,-12.17206
nutella,-12.29108,-12.27485
pienso,-12.29252,-11.74175
forma,-12.29259,-12.28584
boarding,-12.29263,-12.57461
owl,-12.29326,-12.66692
foods,-12.29329,-12.17811
fml,-12.29329,-9.30928
ler,-12.2934,-12.00488
quarter,-12.29385,-12.20071
bobby,-12.29421,-12.42809
sunset,-12.29453,-13.12433
strip,-12.29456,-12.73832
nota,-12.29476,-12.10313
undangan,-12.29482,-12.26337
??!,-12.29497,-11.72312
nooit,-12.29543,-11.13958
ave,-12.29544,-12.12272
panic,-12.29546,-11.96055
rum,-12.29547,-12.14675
position,-12.29554,-12.10073
dkt,-12.29723,-12.08658
roommate,-12.29745,-12.04403
cuci,-12.29761,-11.99875
headphones,-12.2977,-11.34275
steps,-12.29775,-12.42361
maandag,-12.2978,-11.91785
shock,-12.29789,-11.61509
tap,-12.298,-12.25741
maafin,-12.29844,-10.86567
jail,-12.29891,-11.47975
sorta,-12.29904,-12.22552
ova,-12.29906,-12.12822
apologize,-12.29949,-11.86203
costa,-12.29958,-12.34787
drmh,-12.29982,-11.35622
trein,-12.29999,-12.31124
bridge,-12.30001,-12.18778
spin,-12.30013,-12.69487
bloco,-12.30014,-11.85127
pastor,-12.30017,-12.97098
skit,-12.30055,-10.71393
iri,-12.30079,-10.64959
muziek,-12.30082,-12.55336
eng,-12.30086,-11.80428
transfer,-12.30109,-11.89972
amar,-12.30111,-12.07653
waa,-12.30166,-11.39129
stalking,-12.30234,-12.53147
rustig,-12.30259,-12.80054
southern,-12.30312,-13.01387
falo,-12.30376,-11.45946
seemed,-12.3039,-11.76475
yng,-12.30394,-11.52584
professional,-12.30407,-13.01856
empieza,-12.30421,-12.17591
comeback,-12.30427,-12.27909
survived,-12.30434,-12.74751
ordering,-12.30447,-12.67748
2am,-12.30495,-11.78623
jajajajaj,-12.30511,-12.03898
nine,-12.30563,-12.42293
sentir,-12.30568,-10.79141
bawain,-12.30582,-12.33595
hungover,-12.30596,-10.96961
marriage,-12.30625,-12.98897
choices,-12.30642,-12.7042
achei,-12.30665,-11.43282
escape,-12.30676,-11.87475
dew,-12.30703,-12.16445
sepeda,-12.30717,-11.58161
viste,-12.30717,-11.67462
glorious,-12.30735,-12.83341
ultimate,-12.30739,-12.71571
segundo,-12.30776,-12.01958
serve,-12.3078,-12.52705
lau,-12.308,-11.90295
allen,-12.30841,-12.31632
slut,-12.30859,-12.54682
fits,-12.30869,-12.70515
hhaa,-12.30885,-12.45689
enk,-12.30886,-11.16527
eeh,-12.30929,-11.92199
skalian,-12.30942,-12.2688
naughty,-12.30951,-12.38901
cancelled,-12.30977,-10.34774
toilet,-12.31012,-11.20242
messy,-12.31055,-11.95856
tattoos,-12.31056,-12.57778
muncul,-12.31066,-11.63996
milkshake,-12.31073,-12.40205
!?!,-12.31084,-11.91876
bears,-12.31101,-12.27943
naps,-12.31122,-12.45459
georgia,-12.31128,-12.55006
richard,-12.31174,-12.63519
knoww,-12.31208,-11.7586
wkend,-12.31209,-12.18133
11th,-12.31217,-12.54728
ortu,-12.31227,-11.87967
sel,-12.31257,-12.13105
answering,-12.31258,-11.886
curso,-12.31258,-11.91113
wayyy,-12.31269,-11.7944
6am,-12.31278,-11.23956
highlight,-12.31302,-13.05782
bebas,-12.31317,-12.32205
hrus,-12.31339,-11.43151
presente,-12.31349,-12.50828
products,-12.3139,-12.76508
cable,-12.31451,-11.00755
buffet,-12.31479,-12.85972
irme,-12.31504,-10.90915
badass,-12.3156,-12.93156
muero,-12.31621,-10.47169
nessa,-12.31676,-11.78962
eigenlijk,-12.31677,-12.01424
crunch,-12.31695,-12.7414
superman,-12.31744,-12.48062
pix,-12.31802,-12.51463
map,-12.31905,-12.35405
mcd,-12.31914,-11.9675
2000,-12.3194,-12.33434
females,-12.32014,-13.10714
proof,-12.32023,-12.63614
tend,-12.32026,-12.66322
tmen,-12.32038,-11.90162
suaranya,-12.32055,-12.44512
therefore,-12.32065,-12.45102
definitivamente,-12.32132,-11.7395
tukang,-12.32184,-11.32372
kamunya,-12.32184,-12.18128
pliss,-12.32193,-11.57382
temple,-12.32203,-12.94255
headin,-12.32279,-12.65822
lucas,-12.32343,-11.95752
expo,-12.32418,-12.28797
rapido,-12.32513,-11.23808
combo,-12.32552,-12.30169
hittin,-12.32556,-13.12963
suami,-12.32563,-12.18217
salgo,-12.326,-11.58776
purpose,-12.32653,-12.41888
value,-12.32668,-12.81568
warmer,-12.32686,-12.67294
berantem,-12.32718,-11.71004
lyk,-12.32769,-11.73998
;o,-12.32805,-11.6084
jerry,-12.32825,-12.49145
wished,-12.32827,-11.45767
zombies,-12.32844,-12.36955
views,-12.32859,-13.06014
thailand,-12.32911,-12.4573
liquor,-12.32926,-12.58805
fantasy,-12.32929,-12.30697
instant,-12.32936,-12.32119
virus,-12.32988,-10.94953
aahh,-12.33004,-11.3788
harga,-12.33007,-12.35641
lieve,-12.3301,-12.56245
software,-12.33132,-11.98705
wth,-12.33139,-10.95906
neva,-12.33168,-11.59764
someones,-12.33168,-12.08933
chama,-12.33183,-11.05162
dnk,-12.33207,-12.32961
dacht,-12.33246,-12.09425
essays,-12.33249,-11.64307
salio,-12.33277,-11.71019
thurs,-12.33301,-11.74092
emotional,-12.33302,-11.18562
albums,-12.33333,-12.6652
porn,-12.33334,-12.3642
hardcore,-12.33336,-12.3975
ajarin,-12.33348,-11.75985
johnson,-12.33444,-12.84427
harapan,-12.33459,-11.88684
sehari,-12.33475,-11.58755
stalk,-12.33483,-12.7474
county,-12.33499,-12.46935
dean,-12.33514,-12.0073
prize,-12.33548,-12.92486
pudding,-12.33623,-12.76192
laah,-12.33627,-11.82916
diff,-12.33633,-12.00576
pending,-12.33674,-10.30561
bothered,-12.33749,-11.14322
ctfu,-12.33786,-12.69423
homo,-12.33797,-12.54058
pana,-12.338,-11.27973
brooklyn,-12.33855,-12.87969
lmbo,-12.33931,-13.05236
aee,-12.33987,-13.25351
ayok,-12.34181,-11.92951
kudu,-12.3421,-11.67892
bump,-12.3426,-12.25693
neta,-12.34272,-11.56011
puse,-12.343,-11.56295
biru,-12.34301,-12.15172
lagiii,-12.34319,-11.11165
stressful,-12.34339,-11.58311
boot,-12.34364,-11.85771
pacarku,-12.34377,-12.06194
caranya,-12.34379,-11.41508
cae,-12.34409,-11.92607
creating,-12.34412,-13.02299
killin,-12.34457,-11.50653
kacamata,-12.3447,-11.88601
convince,-12.34487,-12.08648
dip,-12.34577,-12.72811
staan,-12.34588,-12.20035
president,-12.34592,-13.02448
fijne,-12.34617,-14.14322
fed,-12.34644,-11.10808
knee,-12.34673,-10.34486
tomorrows,-12.34676,-12.34614
quieroo,-12.34688,-11.09826
toen,-12.34689,-11.54956
porfavor,-12.3472,-11.7456
yuuuk,-12.34727,-12.26503
waaay,-12.34736,-11.61923
ojo,-12.34749,-11.46372
spears,-12.34763,-13.45385
colegio,-12.34769,-11.34875
biology,-12.34774,-11.56087
zeggen,-12.34815,-12.41915
dosen,-12.34874,-11.72288
antara,-12.34914,-11.94179
dom,-12.34981,-12.10942
tahan,-12.35028,-11.26138
(@,-12.35053,-12.30901
pow,-12.35058,-11.95917
howard,-12.35061,-12.47712
tweetin,-12.3508,-12.42625
sulit,-12.35101,-11.68522
rada,-12.35114,-12.00835
3am,-12.35162,-11.63495
sneak,-12.35313,-12.44614
schools,-12.35328,-12.07007
cba,-12.35376,-11.05956
champions,-12.354,-13.22452
ndut,-12.35402,-11.78084
begini,-12.35409,-10.78113
regardless,-12.35443,-12.98437
akun,-12.35575,-12.51969
sali,-12.35577,-11.63317
range,-12.35584,-12.49029
weten,-12.35589,-13.14147
suasana,-12.35605,-11.88361
proxima,-12.35622,-11.74038
hometown,-12.35706,-12.71965
!',-12.35753,-13.20501
perfume,-12.35798,-12.22485
global,-12.35826,-12.61674
anatomy,-12.35837,-11.92588
seh,-12.35871,-11.33182
gisteren,-12.35888,-12.43529
hen,-12.35894,-12.19175
caps,-12.35903,-12.36397
chances,-12.35904,-11.9713
certeza,-12.35995,-12.57451
htc,-12.36015,-12.51818
keith,-12.36026,-12.72126
clients,-12.36043,-12.65706
jeremy,-12.36074,-12.52524
forreal,-12.36118,-12.20792
clima,-12.36122,-12.1145
lecture,-12.36174,-11.77882
juve,-12.36188,-11.97373
zach,-12.36258,-12.80896
scenes,-12.36316,-12.56596
cop,-12.36405,-12.61509
peor,-12.3642,-10.29195
bab,-12.36435,-11.96651
abc,-12.36489,-12.66867
mannn,-12.36514,-11.00176
digital,-12.3652,-12.39135
confidence,-12.36535,-12.73129
keadaan,-12.36557,-11.70413
drug,-12.36579,-12.36539
gara,-12.36618,-10.15214
puro,-12.36668,-11.80695
jua,-12.36679,-11.96644
bebek,-12.36686,-12.23137
studies,-12.36693,-11.92302
mauu,-12.36722,-11.42087
split,-12.36731,-11.42521
ann,-12.36732,-12.61783
paket,-12.36751,-11.49938
phoenix,-12.36767,-12.70282
security,-12.36781,-11.91834
downstairs,-12.36833,-11.56505
#NAME?,-12.3685,-11.76017
moeder,-12.36872,-11.8699
ting,-12.36886,-12.04281
fir,-12.36907,-12.20431
diana,-12.36946,-12.51803
wolverine,-12.36962,-11.8287
volgens,-12.36983,-12.08028
urge,-12.37048,-11.7599
pura,-12.37055,-12.09176
gutted,-12.37088,-9.71423
gigs,-12.37194,-12.296
ballet,-12.3723,-12.48029
source,-12.37255,-12.63987
berlin,-12.37275,-12.81529
eff,-12.37328,-11.48896
livin,-12.37344,-13.59511
iss,-12.37349,-11.86188
closing,-12.37369,-11.20455
kue,-12.37385,-12.10114
krna,-12.37413,-11.76563
mao,-12.37415,-11.42041
sites,-12.37556,-11.99636
juro,-12.37665,-11.20148
lapar,-12.37669,-10.42191
brave,-12.37675,-12.75912
carne,-12.37685,-12.62136
lengkap,-12.37722,-11.71717
slim,-12.37783,-12.40018
grass,-12.37799,-12.03935
cardiff,-12.378,-12.48538
stephen,-12.37809,-12.43536
potential,-12.37811,-13.023
comprei,-12.37868,-12.7244
nut,-12.37881,-12.43397
jesse,-12.37882,-12.5688
breng,-12.37909,-12.17038
rosa,-12.37929,-12.47574
dech,-12.37957,-12.04648
poo,-12.37972,-10.88183
nyaaa,-12.3798,-11.99078
discount,-12.38023,-12.97702
dil,-12.38079,-12.33744
lbs,-12.3811,-12.41515
should've,-12.38144,-11.08408
cuarto,-12.38168,-11.88156
contra,-12.38215,-11.65983
wey,-12.3822,-11.69896
raised,-12.38238,-13.08929
uurtje,-12.3827,-12.75153
bkan,-12.3828,-12.21742
chasing,-12.38312,-12.72297
optocht,-12.38341,-13.4105
typical,-12.38349,-11.95351
contar,-12.38374,-11.8211
annoyed,-12.38446,-10.71613
cuaca,-12.38463,-11.91571
champagne,-12.38466,-13.01607
ligo,-12.38504,-12.37979
courage,-12.38566,-12.81547
woken,-12.38588,-11.21339
sendirian,-12.38618,-10.20829
quee,-12.38646,-11.50004
planes,-12.3865,-11.7879
cups,-12.38659,-12.29355
interviews,-12.38674,-12.69904
apprentice,-12.38683,-12.71604
buiten,-12.38752,-12.2063
xddd,-12.38783,-11.90247
equipo,-12.38804,-12.61501
justice,-12.38809,-12.77069
rad,-12.38879,-13.34894
jogando,-12.38881,-12.87293
krijg,-12.3897,-11.70023
christ,-12.39031,-12.90097
fort,-12.39098,-12.58378
purse,-12.39155,-12.24712
arizona,-12.39231,-12.67437
mingguan,-12.39353,-12.10632
messed,-12.39421,-10.4651
dosa,-12.39464,-11.70961
cium,-12.39485,-12.18066
cemburu,-12.39521,-11.26488
espn,-12.39525,-12.55817
dislike,-12.39538,-11.3161
weekly,-12.39546,-12.87101
stops,-12.39564,-11.89648
mensaje,-12.39609,-12.00051
bisaa,-12.39614,-11.80897
confusing,-12.39629,-11.59642
revenge,-12.39653,-13.10663
ribs,-12.39662,-12.13741
muuuito,-12.39724,-11.67498
bills,-12.3973,-11.71662
warning,-12.39755,-12.0696
aaahh,-12.39859,-11.2151
gamau,-12.39917,-10.62828
mondays,-12.39924,-11.12203
matar,-12.39941,-11.41862
sweater,-12.4003,-12.31581
williams,-12.40044,-12.78863
ganggu,-12.40082,-11.96049
lola,-12.40101,-12.03331
nuggets,-12.40107,-12.58594
melt,-12.40133,-12.40129
assume,-12.40144,-12.8483
biscuits,-12.40151,-12.57432
4am,-12.4016,-11.49086
hayu,-12.402,-11.86012
misma,-12.40223,-12.00114
problemas,-12.40241,-11.51247
pos,-12.40265,-12.05963
tou,-12.40302,-11.6634
drinkin,-12.40422,-12.74187
gods,-12.40428,-12.67544
idee,-12.40438,-12.53738
angin,-12.40464,-11.04649
reaction,-12.40489,-12.03449
vista,-12.4049,-12.06446
replace,-12.40499,-11.72521
semi,-12.40527,-12.44398
knight,-12.40592,-12.79808
messing,-12.40663,-11.81306
powerful,-12.40685,-13.40108
balance,-12.40752,-12.60349
dishes,-12.40759,-11.91081
6:30,-12.4081,-11.74906
staring,-12.40855,-11.935
coy,-12.40903,-12.20401
sndri,-12.4091,-11.78119
juan,-12.41007,-12.36424
management,-12.41007,-12.20795
mbah,-12.41069,-12.17328
november,-12.41135,-12.29629
thunder,-12.41141,-11.67612
fixing,-12.41151,-12.30872
tsk,-12.41217,-11.42559
blocked,-12.41237,-10.83751
ing,-12.41256,-12.28534
5:30,-12.41304,-11.92337
papas,-12.41337,-11.71922
tied,-12.41357,-12.53662
meio,-12.41386,-11.20464
ruby,-12.41429,-12.69604
tirar,-12.41474,-11.67226
accident,-12.41481,-10.63242
arts,-12.41503,-12.80412
booking,-12.41507,-12.5599
aeee,-12.41517,-12.99508
osea,-12.41561,-11.28714
urban,-12.4158,-12.7244
trash,-12.41669,-12.28233
burgers,-12.41713,-12.76299
perdon,-12.41722,-10.90528
diriku,-12.41725,-11.75159
ricky,-12.41775,-12.05849
society,-12.41781,-12.54498
exchange,-12.41881,-12.58865
ink,-12.41985,-12.29018
iced,-12.4201,-12.78388
7pm,-12.42021,-12.51161
hiks,-12.42133,-9.61443
audience,-12.42136,-12.93121
donate,-12.42309,-12.38833
donggg,-12.42311,-11.79301
galaxy,-12.42363,-12.55609
zag,-12.42376,-12.70691
dvr,-12.42392,-12.12173
penasaran,-12.4249,-12.09315
sepatu,-12.42497,-11.5649
opposite,-12.42509,-12.18881
plng,-12.42512,-11.82346
nop,-12.42535,-11.58674
audio,-12.42539,-12.00339
ontbijten,-12.42559,-13.22034
aunq,-12.42583,-11.60175
windy,-12.42612,-11.49533
balas,-12.42712,-11.84925
msm,-12.42713,-11.48282
tayang,-12.42729,-11.85699
gaa,-12.42754,-11.66336
production,-12.42756,-12.61423
beneden,-12.42769,-12.45209
hiding,-12.42787,-11.85308
coca,-12.42832,-12.23605
talvez,-12.42922,-12.48792
orng,-12.42926,-12.06612
vol,-12.42928,-12.78083
pueda,-12.42938,-11.68868
coursework,-12.42946,-11.10342
hablo,-12.42981,-11.77386
material,-12.4307,-12.58308
addiction,-12.43076,-12.36688
camila,-12.43089,-11.36275
:-(,-12.43095,-11.06867
homies,-12.43141,-12.6477
academy,-12.43153,-12.69812
cuy,-12.4321,-12.26227
bagian,-12.43232,-12.24223
millions,-12.43248,-12.93302
grew,-12.43254,-12.26891
kamer,-12.43279,-11.9918
kite,-12.43284,-12.07531
stan,-12.43289,-12.37266
laaa,-12.43348,-11.3043
iklan,-12.4335,-12.20747
bil,-12.43362,-12.1415
pau,-12.43371,-12.16589
iku,-12.43374,-11.87339
michigan,-12.43386,-12.3371
somewhat,-12.43422,-12.64684
!!:,-12.43441,-12.35345
gen,-12.43445,-12.17419
filling,-12.43447,-12.08579
tamo,-12.43503,-12.7173
debate,-12.43519,-12.86463
rubbish,-12.43592,-10.98572
helado,-12.43623,-11.65836
potong,-12.43641,-11.56839
marks,-12.43661,-11.8828
onderweg,-12.43717,-13.20271
remove,-12.43737,-11.92757
8pm,-12.43744,-12.4336
ndi,-12.43783,-11.80734
jiwa,-12.43844,-12.36127
fairly,-12.43881,-13.04044
bubur,-12.43926,-11.77519
prices,-12.44044,-11.74798
tuve,-12.44044,-11.23581
pda,-12.4406,-11.711
partir,-12.44197,-12.69147
coat,-12.44197,-11.9818
serie,-12.44202,-12.21845
angeles,-12.44235,-12.65196
rofl,-12.44246,-12.26112
fuerte,-12.44322,-11.82459
knocked,-12.44344,-11.67417
bau,-12.44377,-11.21231
sons,-12.44392,-13.05101
tube,-12.44431,-12.07586
mayor,-12.44446,-12.30557
strokes,-12.44472,-13.20667
dya,-12.44473,-11.56415
penis,-12.44493,-12.46811
dih,-12.44502,-11.67917
antonio,-12.44522,-12.38256
siaran,-12.44563,-12.34388
bebeb,-12.44664,-11.79308
ban,-12.44713,-11.63267
spelen,-12.44721,-12.84967
waited,-12.4473,-11.36889
technology,-12.44784,-12.19442
bey,-12.44799,-11.87641
items,-12.44823,-12.67441
lad,-12.44894,-12.75312
garage,-12.4497,-12.08504
dwn,-12.44977,-12.09244
visited,-12.44986,-12.75206
justo,-12.44993,-10.98865
rafael,-12.45006,-12.44961
built,-12.45019,-12.86638
verder,-12.4502,-12.4529
mentira,-12.4502,-11.27805
langs,-12.45029,-12.9603
pad,-12.45053,-12.36834
mcm,-12.45075,-11.65438
aiii,-12.4508,-10.95786
desire,-12.4508,-12.82517
mickey,-12.45108,-12.25872
reference,-12.45203,-13.01526
dei,-12.45205,-12.1162
koffie,-12.45205,-14.07128
aware,-12.45208,-12.66496
stores,-12.4526,-11.95828
dot,-12.4527,-12.25
nulis,-12.4532,-12.19418
october,-12.45389,-12.13161
solution,-12.45391,-12.50633
bat,-12.45401,-11.56951
rick,-12.45421,-12.54172
strike,-12.45432,-12.28723
hectic,-12.4554,-11.94887
hub,-12.45623,-12.23357
renang,-12.45625,-11.53208
??!!,-12.45671,-11.9565
sao,-12.45692,-11.88246
dolor,-12.45692,-9.87566
bisaaa,-12.45752,-11.92344
quieren,-12.45896,-11.56602
5am,-12.45906,-11.3912
belfast,-12.46075,-12.06139
pulling,-12.46116,-12.13089
numpang,-12.46176,-12.29583
average,-12.46257,-12.51932
lepas,-12.46285,-12.05936
gezien,-12.46318,-12.2843
abril,-12.46371,-12.02168
buruk,-12.46404,-11.05913
havnt,-12.46434,-11.38868
yahoo,-12.46455,-12.29303
euro,-12.46463,-12.64319
palm,-12.46494,-12.31676
urusan,-12.46501,-12.56332
lied,-12.46517,-11.49834
ngerasa,-12.46541,-11.09679
9pm,-12.46573,-12.43137
vond,-12.46611,-12.95549
8am,-12.46674,-11.61375
boong,-12.46684,-11.59328
belanja,-12.46779,-12.45182
mumpung,-12.46798,-12.7798
bold,-12.46957,-12.14392
beginnen,-12.47025,-12.21208
pedo,-12.4708,-11.73835
bwa,-12.47085,-12.05525
huaaa,-12.47157,-10.09262
ide,-12.47202,-12.63547
lhoo,-12.47204,-11.87992
returned,-12.47272,-12.37469
reallly,-12.47323,-11.47791
virtual,-12.47362,-12.64002
trips,-12.47377,-12.2199
sebenernya,-12.47403,-11.47878
polo,-12.47408,-12.71485
niver,-12.47468,-12.48891
cerca,-12.47476,-11.85751
roof,-12.47558,-12.04355
alloh,-12.47612,-11.7316
rescue,-12.47651,-12.41263
trabajando,-12.47692,-11.47696
tong,-12.47695,-11.71705
9am,-12.47767,-11.63189
ouvir,-12.4778,-11.87694
ughhh,-12.47849,-9.68656
mendung,-12.47853,-11.41332
tutup,-12.47887,-11.28899
existe,-12.4796,-12.01833
berani,-12.48021,-11.76646
breaks,-12.48033,-11.02479
ipad2,-12.48115,-12.94026
merece,-12.48126,-11.96036
showers,-12.48198,-12.65951
services,-12.48199,-12.50546
sight,-12.4822,-12.40656
pong,-12.48282,-12.6224
wallet,-12.48345,-11.36837
electric,-12.48397,-12.52464
signs,-12.48447,-12.49334
hayoo,-12.48515,-12.48414
tos,-12.4854,-11.86034
saran,-12.48548,-13.00262
5pm,-12.48588,-12.42667
delivered,-12.48603,-12.08238
spoken,-12.48608,-12.02984
champ,-12.48632,-13.51823
klopt,-12.487,-12.76754
jiah,-12.48737,-12.02417
tel,-12.4878,-12.29188
gni,-12.48832,-10.77989
academia,-12.48843,-12.25983
7:30,-12.48891,-11.76095
rains,-12.48971,-11.81661
bruh,-12.4908,-12.60145
.',-12.49081,-12.45638
alan,-12.49102,-12.55362
vim,-12.49185,-11.73937
cloudy,-12.4923,-11.72227
dado,-12.49267,-11.97271
bare,-12.49326,-11.88244
kos,-12.4935,-12.00032
pinjem,-12.49402,-12.18146
laid,-12.49441,-12.102
rsrs,-12.49447,-12.63719
sate,-12.49516,-12.09212
salvador,-12.49557,-11.71968
pathetic,-12.49568,-11.58958
kicks,-12.49633,-12.83258
bangeeet,-12.49669,-11.18084
topics,-12.49669,-12.20035
ughh,-12.49788,-10.09669
prep,-12.49802,-12.48984
sue,-12.49841,-12.33074
selain,-12.49885,-12.95628
kartu,-12.4997,-11.81706
locked,-12.50011,-11.08632
macam,-12.50098,-11.73138
$$,-12.50105,-11.99413
tab,-12.50114,-12.62832
shocked,-12.50116,-12.02885
envidia,-12.50151,-11.49297
unha,-12.50169,-11.82227
joint,-12.50183,-12.81056
tempted,-12.50195,-11.87659
ketemuan,-12.50252,-12.05221
pete,-12.5041,-12.28723
complicated,-12.50417,-11.69512
nongol,-12.50453,-12.21308
kills,-12.50473,-11.35949
batuk,-12.50526,-10.54647
loop,-12.50563,-12.04365
pega,-12.50592,-11.899
semalam,-12.5066,-11.83226
professor,-12.50671,-12.62753
tri,-12.50697,-12.08232
falei,-12.50738,-11.42957
miedo,-12.50751,-10.662
gendut,-12.50815,-11.31993
ewww,-12.50881,-11.00407
habla,-12.51014,-11.57072
enserio,-12.51082,-11.57072
continues,-12.51124,-12.50715
dose,-12.51138,-12.326
deje,-12.51138,-11.48831
pantesan,-12.51194,-11.88751
gum,-12.51207,-11.99288
niy,-12.51224,-11.93022
opera,-12.51305,-12.57676
hated,-12.5131,-8
responder,-12.51325,-11.71642
cmon,-12.51407,-12.44283
vrijdag,-12.51583,-12.25863
convinced,-12.51611,-12.59028
wis,-12.51728,-12.07676
standard,-12.51734,-12.47
passes,-12.51776,-12.15451
haz,-12.51784,-11.9768
derby,-12.51806,-12.22263
appear,-12.51866,-11.98663
imagino,-12.51872,-11.88423
huhuhu,-12.51904,-10.03472
religion,-12.51947,-12.50422
seus,-12.5196,-12.60045
walls,-12.52007,-12.52615
ziet,-12.52069,-13.35259
belt,-12.52094,-12.55918
conta,-12.52124,-11.93957
url,-12.52143,-12.57329
missin,-12.52188,-10.54877
fome,-12.52276,-10.40269
nightmare,-12.52292,-10.64493
nasib,-12.52323,-10.54674
demam,-12.52443,-10.67101
mpe,-12.525,-11.4746
halfway,-12.52559,-12.00362
lebron,-12.52574,-12.48895
boxes,-12.52598,-12.27387
begadang,-12.52696,-12.05355
jar,-12.52732,-12.29154
washington,-12.52805,-12.74588
pouring,-12.52813,-11.5356
forgetting,-12.52893,-11.74375
kobe,-12.52916,-13.3682
batu,-12.52922,-11.97722
knicks,-12.53075,-12.86906
esque,-12.53116,-11.66946
lane,-12.53124,-12.66795
laten,-12.53136,-12.39221
wing,-12.53267,-12.98026
disuruh,-12.53381,-11.27443
passando,-12.53441,-11.19727
advantage,-12.53488,-12.44959
cleveland,-12.5362,-12.62362
slide,-12.53676,-12.2019
fck,-12.53682,-12.1412
chem,-12.53754,-11.5581
ribet,-12.53783,-11.38167
meds,-12.53865,-11.18948
zooo,-12.53907,-11.76852
worlds,-12.53934,-12.87527
ultima,-12.53986,-11.4344
nemu,-12.54144,-11.83392
unknown,-12.54291,-12.68304
chilly,-12.54298,-12.23653
bosan,-12.54307,-10.78717
?',-12.54309,-12.57299
peluk,-12.54348,-11.77867
kecewa,-12.54378,-10.67405
rapat,-12.54399,-12.03287
minuten,-12.54464,-12.31664
dangerous,-12.54473,-12.56677
colocar,-12.54488,-12.27986
education,-12.54587,-12.82383
slh,-12.54714,-11.80172
ski,-12.54715,-12.67682
lejos,-12.54729,-10.99576
pfff,-12.54809,-10.63794
))),-12.54843,-12.89143
tmpt,-12.54924,-12.02831
neem,-12.54927,-11.89026
wales,-12.54964,-12.53789
debo,-12.55063,-11.38562
clubs,-12.55159,-12.657
6pm,-12.55231,-12.54813
waren,-12.55265,-12.52116
sand,-12.55309,-12.5293
avondje,-12.55328,-13.71959
installed,-12.55416,-12.35138
stadium,-12.55458,-12.16186
pongo,-12.55485,-11.74412
dieron,-12.55557,-11.47142
berhenti,-12.55621,-11.69596
deeeh,-12.5566,-11.9127
:-/,-12.55668,-11.63567
denver,-12.55735,-12.57365
limited,-12.55827,-12.20598
realidad,-12.56041,-11.61852
quanto,-12.5607,-11.98204
iso,-12.56146,-11.32067
wong,-12.56231,-12.12684
batman,-12.56311,-12.50854
bitter,-12.56324,-12.30278
ngomongin,-12.56342,-11.89143
fds,-12.5655,-12.03207
geweldig,-12.5659,-13.47415
inii,-12.56668,-11.8003
tool,-12.567,-12.73839
ignoring,-12.56713,-11.33687
gelijk,-12.56841,-12.53021
gelap,-12.56844,-11.90343
deadline,-12.56875,-11.8391
samaaa,-12.56924,-11.0232
drivers,-12.56989,-12.30613
bngun,-12.57073,-11.89251
tuition,-12.57174,-11.57079
tol,-12.57176,-11.70397
patty,-12.57183,-12.76448
schoool,-12.5727,-11.43656
stoy,-12.57365,-11.59195
ado,-12.57377,-12.05066
ceritanya,-12.57395,-11.88219
madrugada,-12.57435,-12.15806
quisiera,-12.57481,-10.58301
beste,-12.57494,-13.05191
rola,-12.57531,-12.17009
buuu,-12.57753,-10.29849
rusak,-12.57872,-10.40161
doank,-12.57886,-11.82827
babi,-12.57892,-12.26224
digas,-12.57897,-11.15669
4:30,-12.58001,-11.89385
desktop,-12.58015,-12.15517
maav,-12.58044,-11.57805
kanan,-12.58103,-11.57523
uses,-12.58151,-12.63691
assisti,-12.58159,-12.48785
schatje,-12.58218,-11.52391
echo,-12.58247,-11.71844
gagal,-12.58343,-10.50941
=(,-12.5842,-10.83623
stairs,-12.58494,-11.51317
bust,-12.58544,-12.19982
buu,-12.58608,-11.33202
duele,-12.58616,-9.21879
