word,happy,sad
sort,-10.88874,-10.79487
apparently,-10.88876,-10.03718
purple,-10.89067,-11.43381
paso,-10.89103,-9.94882
manis,-10.89118,-11.74107
stress,-10.89123,-10.12008
cie,-10.89158,-11.21346
nom,-10.89191,-12.32117
crap,-10.89284,-9.31074
mars,-10.89376,-11.28147
goodbye,-10.895,-9.84445
ideas,-10.89577,-11.17991
atuh,-10.8966,-10.23225
acabo,-10.89665,-9.94101
falling,-10.89702,-10.35241
cousins,-10.8975,-11.22894
imagine,-10.89821,-10.69476
completely,-10.89843,-10.34744
casi,-10.89888,-10.26366
lovin,-10.89998,-12.49187
insya,-10.90061,-12.1191
agreed,-10.90099,-11.5812
sipp,-10.90153,-12.92708
act,-10.90244,-11.14852
doang,-10.90318,-10.00495
keeping,-10.9048,-11.03156
reminds,-10.90507,-11.13126
;;,-10.90554,-11.079
floor,-10.90643,-10.7167
dapat,-10.90683,-11.07849
iyah,-10.90776,-11.20783
soul,-10.9081,-11.43314
paid,-10.90814,-10.8227
gives,-10.90849,-11.27187
teacher,-10.9085,-10.71382
yaah,-10.90917,-10.00867
heaven,-10.90956,-11.8124
sarah,-10.90971,-11.15552
cutie,-10.90974,-12.3721
saindo,-10.9108,-11.14549
media,-10.91266,-10.86698
promote,-10.91611,-12.69955
okeee,-10.91633,-12.35963
yeee,-10.91655,-11.51797
minum,-10.91658,-10.12678
deep,-10.91697,-11.14554
ahi,-10.91729,-10.838
ingin,-10.91732,-10.58539
paris,-10.91803,-11.15953
dare,-10.91825,-11.5748
java,-10.91858,-10.51562
beijos,-10.91866,-11.89615
fashion,-10.91898,-11.63554
thankss,-10.91913,-13.47839
kenyang,-10.91945,-11.67246
gag,-10.91981,-9.69577
disini,-10.92085,-10.29359
rice,-10.92086,-11.33465
return,-10.9222,-11.06846
siento,-10.92406,-9.04399
::,-10.92438,-10.84506
istirahat,-10.92441,-10.95755
telat,-10.92521,-10.12313
rmh,-10.92581,-10.14133
bacon,-10.92615,-11.39311
bunch,-10.92618,-11.16377
mga,-10.92634,-11.4075
wtf,-10.92725,-9.27758
bir,-10.92751,-12.29207
caught,-10.92889,-10.56411
realized,-10.929,-10.16747
comin,-10.92919,-11.1248
row,-10.92967,-10.83347
fuckin,-10.93003,-10.33317
thuis,-10.93056,-11.08595
heel,-10.93132,-10.62128
seperti,-10.93199,-10.78734
arsenal,-10.93273,-10.8446
stick,-10.93289,-11.04681
orange,-10.93376,-11.12779
everytime,-10.93407,-10.47754
wall,-10.93437,-10.84251
sol,-10.93541,-10.72295
nyampe,-10.93556,-10.56272
tryna,-10.93571,-10.63129
dale,-10.9358,-11.66042
parece,-10.93582,-10.50074
jogja,-10.93664,-10.7626
digo,-10.93714,-10.82239
keeps,-10.93721,-10.08363
joy,-10.93757,-11.35281
jaa,-10.93775,-10.8528
saatnya,-10.93794,-12.11807
solat,-10.93827,-11.97481
matt,-10.93874,-11.26571
kaa,-10.93881,-11.57065
ummm,-10.93887,-11.22841
yahh,-10.93899,-10.23368
questions,-10.93964,-11.26457
males,-10.9397,-9.22269
ngantuk,-10.93991,-9.51828
ring,-10.94153,-10.59009
theres,-10.94212,-10.36942
mark,-10.9435,-11.13034
acordei,-10.94371,-10.64749
kemaren,-10.94414,-10.05526
quote,-10.94473,-12.20575
filme,-10.94518,-10.86692
jaaa,-10.9456,-10.87752
masama,-10.94562,-13.70293
quality,-10.94565,-11.58885
wrote,-10.94599,-11.25248
kalah,-10.94638,-9.99665
jajaj,-10.94671,-10.99228
chick,-10.94703,-11.50423
hav,-10.94744,-10.59634
race,-10.94745,-11.04834
amien,-10.94773,-12.74589
loud,-10.94818,-10.94614
toi,-10.9483,-11.56376
fake,-10.94832,-10.69821
menyenangkan,-10.94871,-12.3105
perform,-10.94892,-11.31337
calls,-10.94925,-10.67539
chicago,-10.94935,-11.02613
mia,-10.9499,-10.58454
marry,-10.9503,-12.0176
kbr,-10.95187,-11.68329
manchester,-10.95187,-10.89182
ntr,-10.95241,-10.76572
america,-10.95258,-10.89539
itunes,-10.95303,-10.67878
hal,-10.95346,-10.84896
war,-10.95394,-11.16913
ayoo,-10.95439,-11.07869
lay,-10.95467,-10.69818
rin,-10.9551,-10.94239
susah,-10.95585,-9.44746
ordered,-10.95676,-11.46269
spanish,-10.95778,-10.97707
island,-10.95791,-11.29922
ryan,-10.95814,-11.23446
throw,-10.95828,-10.64711
slalu,-10.9591,-11.23981
klaar,-10.95928,-11.82762
queen,-10.9596,-11.86969
dirumah,-10.95999,-9.93918
yok,-10.96051,-11.12608
web,-10.9606,-10.79147
history,-10.96113,-10.47313
prima,-10.96128,-11.11291
tambah,-10.96134,-10.49605
dang,-10.96162,-9.81974
!...,-10.96247,-10.81688
gewoon,-10.96313,-10.74413
grow,-10.96334,-10.99457
wild,-10.96353,-11.45124
amores,-10.9648,-11.67995
yey,-10.96615,-12.09303
shine,-10.96638,-12.34533
...!,-10.96663,-10.84727
total,-10.96815,-10.4223
cinema,-10.9698,-11.04328
musica,-10.96997,-11.01016
cepat,-10.97095,-10.98979
continue,-10.97096,-11.36238
maret,-10.97128,-11.33903
freaking,-10.97211,-10.13285
passed,-10.97211,-10.26479
bound,-10.97217,-12.00273
dun,-10.97227,-10.71469
panjang,-10.97233,-11.1379
gig,-10.97323,-11.00655
space,-10.97351,-11.10611
unless,-10.97371,-10.84678
ages,-10.97396,-10.27526
design,-10.97458,-11.46329
butt,-10.9754,-10.75982
nearly,-10.97541,-10.39352
toh,-10.97577,-10.93786
gold,-10.97619,-11.51538
piece,-10.97634,-10.89471
pool,-10.97642,-11.25935
sabtu,-10.97758,-10.59454
begin,-10.97932,-11.38028
straks,-10.97932,-11.3669
kka,-10.97951,-11.6576
prefer,-10.9798,-11.83791
uts,-10.98038,-10.66514
letting,-10.98131,-10.99172
setuju,-10.98154,-12.0687
..?,-10.983,-10.87034
famous,-10.9831,-11.42132
rite,-10.98317,-10.70799
sarapan,-10.98336,-11.39578
jejeje,-10.98412,-11.53238
cutest,-10.98414,-12.29915
ended,-10.98421,-10.43606
healthy,-10.98498,-11.29526
greatest,-10.98585,-12.06855
spirit,-10.9866,-11.82368
status,-10.98661,-10.74108
teach,-10.98709,-11.37961
moga,-10.98726,-12.07336
usah,-10.98731,-10.74252
ran,-10.98779,-10.0943
woop,-10.98842,-12.54651
umur,-10.98902,-12.15576
tdk,-10.98911,-10.52496
math,-10.98992,-10.07356
competition,-10.99045,-11.52852
checking,-10.99083,-11.51574
five,-10.99085,-10.98948
michael,-10.99119,-11.23447
picked,-10.99242,-11.09085
easier,-10.99268,-11.39077
rocks,-10.99375,-12.21132
bales,-10.99432,-10.084
madrid,-10.99559,-11.30832
dogs,-10.99562,-10.77945
rise,-10.99622,-11.91279
scared,-10.99643,-9.35323
berarti,-10.99709,-10.98333
mil,-10.9976,-10.87103
keluarga,-10.99939,-11.35339
respect,-10.99957,-11.89141
lmaoo,-11.00069,-11.40069
uncle,-11.00122,-10.92148
alll,-11.0017,-10.84738
million,-11.00229,-11.10795
cerita,-11.00255,-10.34937
contigo,-11.00258,-10.69728
bantu,-11.00339,-11.18346
langgeng,-11.00471,-13.27171
lives,-11.00493,-11.24022
diaaa,-11.00651,-11.82897
soup,-11.01046,-10.84341
score,-11.01115,-11.08144
sweetheart,-11.0113,-12.22977
koq,-11.01191,-10.48984
fail,-11.01213,-9.47165
original,-11.01369,-11.44206
assistir,-11.01384,-11.11351
bottle,-11.01396,-10.95492
choose,-11.01541,-11.36994
miles,-11.01767,-10.85087
urwel,-11.01857,-14.2469
ntn,-11.01862,-10.21049
vacation,-11.01894,-10.53681
talent,-11.01901,-11.76157
stars,-11.01959,-11.76044
talkin,-11.02054,-11.45287
station,-11.02127,-11.02618
babes,-11.02128,-11.36041
lmaooo,-11.02167,-11.23699
doesnt,-11.02337,-9.83833
classes,-11.02356,-10.61256
noticed,-11.02378,-10.82502
speech,-11.02437,-11.40165
acara,-11.02701,-10.7882
glass,-11.02737,-11.17363
nie,-11.0284,-10.23844
expect,-11.02856,-11.48363
wings,-11.02872,-11.58215
thankful,-11.0291,-12.61347
replied,-11.02945,-11.14795
attention,-11.02966,-11.13612
ehh,-11.03023,-10.73422
ojala,-11.03127,-10.67678
sahabat,-11.0315,-11.44702
happening,-11.03237,-10.25849
bentar,-11.03265,-10.69081
avi,-11.03316,-12.75388
mix,-11.03366,-11.35951
nnti,-11.03382,-11.1184
satnite,-11.03414,-10.98059
request,-11.03487,-11.65135
hermosa,-11.03594,-11.90361
betul,-11.03648,-11.43208
listo,-11.03678,-12.33191
mode,-11.03757,-11.08869
appreciated,-11.03816,-12.89729
bike,-11.03834,-10.80544
notice,-11.03838,-10.32307
bos,-11.03853,-11.4235
honestly,-11.03889,-10.78406
calm,-11.04172,-11.85696
australia,-11.04181,-11.03437
esto,-11.04211,-10.02898
sundays,-11.04275,-10.71037
manda,-11.04485,-11.06321
...:,-11.04549,-10.88541
doakan,-11.04564,-12.43324
pack,-11.04612,-10.75431
closer,-11.04656,-11.26618
tpi,-11.04701,-10.13211
playa,-11.04776,-10.22702
haloo,-11.04902,-13.18152
bear,-11.04928,-11.01259
updates,-11.04933,-10.80324
kirim,-11.05185,-11.41893
=)),-11.05292,-10.75891
sos,-11.053,-11.4755
bonjour,-11.05487,-13.83412
reach,-11.055,-11.19616
vemos,-11.05546,-11.87075
tweeters,-11.05689,-12.43158
pants,-11.05721,-10.97445
lakers,-11.0573,-11.96093
cama,-11.05775,-10.58496
pleasee,-11.05792,-11.55325
toast,-11.05795,-11.44371
father,-11.06003,-11.3246
mike,-11.06005,-11.31713
bae,-11.06064,-10.99409
area,-11.06097,-10.91116
bby,-11.06127,-11.06024
finna,-11.06169,-11.60865
kurang,-11.06258,-10.00671
lalu,-11.0626,-10.62365
oii,-11.06297,-12.44609
fixed,-11.06305,-10.77972
energy,-11.06308,-10.9031
krn,-11.06445,-10.6008
hehee,-11.06475,-12.04515
beso,-11.06497,-11.69333
nasi,-11.06548,-10.79801
pasa,-11.06549,-9.93239
amooo,-11.06585,-11.2366
bread,-11.06601,-11.28102
points,-11.06658,-11.2221
figured,-11.06693,-11.77904
mel,-11.06889,-10.85613
helped,-11.06905,-11.9591
fancy,-11.06908,-11.5096
hero,-11.07107,-11.92579
kitchen,-11.072,-11.09255
rio,-11.07248,-10.85885
mando,-11.07252,-11.43137
ana,-11.07306,-10.52291
prepare,-11.07372,-11.51459
bruno,-11.07416,-11.11175
conversation,-11.07419,-11.74438
sugar,-11.0746,-11.29127
.?,-11.07468,-11.02189
twice,-11.07531,-10.73836
aka,-11.07563,-11.56012
dunno,-11.07705,-10.18928
cpt,-11.07856,-10.66957
mooi,-11.0791,-12.62513
chips,-11.07973,-11.25203
older,-11.08064,-11.2409
suppose,-11.08071,-10.29464
learned,-11.08082,-11.56078
rasa,-11.08141,-10.6127
lumayan,-11.08164,-11.71121
hella,-11.08166,-10.78657
exams,-11.08348,-9.90978
fighting,-11.08348,-11.07094
button,-11.08407,-11.20724
ends,-11.08407,-10.84747
1000,-11.08462,-11.21193
*rt,-11.08475,-11.25464
begitu,-11.08546,-10.81171
rame,-11.08604,-10.55131
review,-11.08604,-11.596
nntn,-11.08608,-10.30812
100%,-11.08611,-11.24274
masi,-11.08622,-10.15786
buku,-11.08659,-11.01916
level,-11.08665,-11.00134
george,-11.08694,-11.4486
salir,-11.08709,-9.93237
supposed,-11.08721,-9.65536
soccer,-11.08853,-10.99168
grand,-11.08865,-11.55666
ano,-11.08877,-10.65028
gila,-11.08894,-10.19722
panas,-11.08902,-9.6194
dee,-11.08978,-11.13499
kyk,-11.08978,-10.22846
lesson,-11.09087,-10.92795
galera,-11.09103,-11.92119
ending,-11.09149,-10.47778
abang,-11.09164,-10.84676
disana,-11.093,-11.10435
assalamualaikum,-11.09424,-13.8721
crush,-11.09432,-11.63836
smoke,-11.09521,-10.95375
ngerti,-11.09536,-10.32784
moon,-11.0955,-11.77438
maken,-11.09558,-10.83925
tune,-11.09645,-12.2372
dumb,-11.09647,-10.58721
spa,-11.09687,-11.46547
strawberry,-11.09737,-11.9763
nieuwe,-11.09766,-11.63556
wes,-11.09847,-10.54039
cupcakes,-11.0996,-11.63066
byk,-11.09986,-10.6821
puppy,-11.10015,-10.47916
crew,-11.10047,-11.65444
fiesta,-11.10142,-10.97561
daar,-11.10212,-11.28073
thanksss,-11.10282,-13.53647
mardi,-11.1047,-11.25691
hearing,-11.10504,-11.04866
handsome,-11.1054,-12.40219
incredible,-11.10662,-12.50245
faith,-11.10698,-12.06935
details,-11.10701,-12.33696
key,-11.10715,-11.14834
bak,-11.10726,-11.09707
annoying,-11.10734,-10.04626
mkn,-11.10749,-10.38981
ato,-11.10757,-10.99346
teman2,-11.10809,-12.13999
mess,-11.11086,-10.50146
dlm,-11.11122,-11.30104
clear,-11.11329,-11.39822
shots,-11.11348,-11.26672
fellow,-11.11349,-12.3022
dick,-11.11365,-11.17972
haters,-11.11461,-8
booa,-11.1151,-13.37548
ingat,-11.11565,-11.55706
blood,-11.11624,-10.58509
u're,-11.11631,-11.95886
shake,-11.11648,-11.47343
kang,-11.11707,-11.55486
haa,-11.1174,-11.32827
kisses,-11.11771,-11.97278
finding,-11.11867,-10.86373
child,-11.11927,-10.88546
okok,-11.12018,-12.36508
gmorning,-11.12068,-13.70858
don,-11.1208,-11.03831
anybody,-11.12107,-10.96652
denk,-11.1217,-11.14092
gras,-11.12227,-11.2979
dri,-11.12239,-10.69067
inbox,-11.12313,-11.26815
danke,-11.12399,-13.75461
oops,-11.1241,-11.07349
llegando,-11.12449,-11.6284
travel,-11.12558,-11.0644
diaa,-11.12623,-11.72787
grande,-11.1277,-11.10325
accept,-11.12849,-11.38775
muah,-11.12911,-12.17653
morninggg,-11.13001,-13.13217
trouble,-11.13022,-10.51848
okayy,-11.13045,-12.21928
siip,-11.13235,-13.23037
aula,-11.1332,-10.49427
whoop,-11.13333,-12.88924
iyi,-11.13522,-13.87339
thnks,-11.13674,-13.04743
vendo,-11.13722,-10.76344
b-day,-11.13747,-12.08416
kevin,-11.1376,-11.35786
gon,-11.1378,-11.08021
cuenta,-11.13786,-10.58004
halooo,-11.13829,-13.07763
india,-11.13846,-11.26294
weekends,-11.13935,-10.37492
classic,-11.13958,-12.09891
sya,-11.14026,-10.85554
abrazo,-11.14106,-11.61464
hebben,-11.14111,-10.94971
zin,-11.14247,-10.41476
atleast,-11.14305,-11.03204
scary,-11.1439,-10.0194
contact,-11.14397,-10.82432
tanggal,-11.1443,-11.17033
jdi,-11.14444,-10.18741
doong,-11.14449,-11.04317
price,-11.14466,-11.27139
goodness,-11.14487,-11.4569
nose,-11.1454,-9.47993
legs,-11.14567,-10.34048
lemme,-11.14615,-11.73808
yaaah,-11.14703,-9.61529
heerlijk,-11.14719,-12.82382
bringing,-11.14741,-11.66913
sok,-11.14782,-10.70453
updated,-11.14794,-11.26823
kecil,-11.14845,-10.79524
smells,-11.14859,-11.13263
candy,-11.14935,-11.53166
keluar,-11.14988,-10.1516
habis,-11.15022,-10.38224
waktunya,-11.15033,-11.97298
surprised,-11.15123,-11.77186
hospital,-11.15152,-9.64141
ten,-11.15165,-11.12189
aunt,-11.15234,-11.16981
ways,-11.1525,-11.6188
downtown,-11.15303,-11.72679
awhile,-11.1532,-11.23924
sepi,-11.15361,-9.47204
acc,-11.15457,-11.76654
jkt,-11.15617,-10.64419
yakin,-11.15678,-11.37664
mulu,-11.15688,-9.60328
ujan,-11.15775,-9.67853
mati,-11.15787,-9.49608
dressed,-11.15842,-11.284
checked,-11.15882,-10.73762
hbu,-11.15895,-12.84301
wii,-11.16018,-11.19554
crossed,-11.16018,-11.92627
eggs,-11.1603,-11.31719
hangover,-11.16161,-10.56294
juara,-11.16294,-12.41882
tanpa,-11.16344,-10.55571
mna,-11.1636,-11.42652
skin,-11.16373,-10.97708
praia,-11.16477,-10.68253
winter,-11.16499,-10.77043
escola,-11.16621,-10.60624
beda,-11.16639,-10.82229
opening,-11.16754,-11.55781
haircut,-11.16761,-11.61733
obviously,-11.16789,-11.37104
manana,-11.16801,-10.88848
hii,-11.16823,-12.57939
holy,-11.16901,-10.86563
badan,-11.16955,-9.27293
knw,-11.17004,-11.03077
laundry,-11.17022,-10.86072
size,-11.17029,-10.67575
mexico,-11.17143,-11.14726
beast,-11.17148,-12.07058
couch,-11.17297,-11.06973
cancion,-11.17358,-11.28174
block,-11.17391,-10.75823
daily,-11.17472,-11.55368
dengerin,-11.17484,-11.59363
nangis,-11.176,-9.4125
makeup,-11.17627,-11.60755
twin,-11.17636,-11.45986
terug,-11.17646,-11.13646
meh,-11.17685,-10.36715
naik,-11.17699,-10.51351
singer,-11.17714,-12.35149
human,-11.17716,-11.31864
duh,-11.17726,-10.48136
marah,-11.1775,-9.8645
midnight,-11.17771,-11.13218
east,-11.17775,-11.23053
sayin,-11.17804,-11.86966
dirty,-11.17818,-11.09144
realize,-11.1785,-10.71181
bonne,-11.17852,-13.92185
alcohol,-11.17859,-10.88916
places,-11.17907,-11.04747
available,-11.17931,-10.68301
onda,-11.17968,-11.0799
addicted,-11.17993,-11.68973
kayaknya,-11.18005,-10.25979
bbq,-11.18114,-11.28628
liking,-11.18178,-11.36577
planned,-11.18182,-11.04822
monster,-11.1823,-11.37956
diet,-11.18305,-10.49616
lame,-11.18323,-10.26638
pai,-11.18366,-10.42349
problems,-11.18393,-10.52951
mudah2an,-11.18434,-11.99013
brand,-11.18457,-11.74416
skolah,-11.18525,-11.12045
4th,-11.1853,-11.29442
brain,-11.18538,-10.50322
mouth,-11.18592,-10.50242
banana,-11.18608,-11.79958
bls,-11.18652,-10.23254
dank,-11.18722,-12.90385
excuse,-11.18866,-11.374
yellow,-11.18874,-11.64261
21st,-11.18925,-12.25856
tough,-11.18984,-10.85132
tanya,-11.1902,-11.30652
sering,-11.19122,-10.72522
oleh,-11.19135,-11.43921
smg,-11.19342,-12.09212
kota,-11.1935,-11.20053
kuat,-11.19454,-10.48058
bola,-11.1949,-10.70235
doll,-11.1949,-12.02936
cel,-11.19513,-10.05754
player,-11.19551,-11.01876
tengas,-11.19556,-12.85408
brunch,-11.19565,-11.93363
->,-11.19582,-11.50123
sang,-11.1962,-11.8731
tdr,-11.19697,-10.23005
mrs,-11.19701,-11.58041
lyrics,-11.1995,-12.18441
tia,-11.19969,-11.00895
atm,-11.20012,-10.45337
butuh,-11.2011,-9.99853
eens,-11.20134,-11.51435
"...,-10.20141,-11.42351
baseball,-10.20155,-11.76581
mam,-10.20223,-11.01849
morgan,-10.20225,-11.64861
major,-10.20258,-10.49123
wala,-10.20261,-10.39471
mcdonalds,-10.20266,-11.37122
literally,-10.20310,-10.49513
twitpic,-10.20362,-11.62001
teteh,-10.20382,-11.62149
!..,-10.20498,-11.30760
enggak,-10.20514,-10.50046
click,-10.20555,-11.54517
masalah,-10.20565,-10.76326
setia,-10.20574,-12.00930
role,-10.20584,-11.55112
signing,-10.20599,-11.24794
remind,-10.20640,-11.34357
dikit,-10.20698,-10.93614
maria,-10.21049,-11.40789
kirain,-10.21114,-11.17991
salad,-10.21140,-11.63131
names,-10.21158,-11.61011
:",-11.21164,-10.82265
simply,-11.21168,-12.16634
;-),-11.21168,-11.85871
malas,-11.21174,-10.46516
juss,-11.21253,-11.46512
setelah,-11.21272,-11.49986
article,-11.2128,-11.79109
havin,-11.21399,-11.23244
beyond,-11.21487,-11.31931
bonita,-11.21513,-12.156
cowo,-11.21559,-11.21409
tmr,-11.2157,-10.54075
oiii,-11.21592,-12.26342
relationship,-11.21594,-11.36557
cine,-11.21615,-11.09385
jst,-11.21667,-10.94818
sm*sh,-11.217,-11.39712
hannah,-11.21726,-11.36901
ank,-11.21726,-11.57078
inspired,-11.21727,-12.71279
hindi,-11.21734,-10.78403
massage,-11.21806,-10.85306
eee,-11.21889,-10.8276
ajah,-11.21903,-11.09101
pair,-11.21907,-11.05728
mending,-11.21953,-10.71821
showing,-11.21976,-10.86346
nephew,-11.21976,-11.53553
salon,-11.21992,-11.2796
mar,-11.22,-10.98248
.!!,-11.2202,-11.40774
menunggu,-11.22033,-11.22335
yun,-11.22036,-11.54835
:dd,-11.22058,-11.84063
law,-11.2206,-11.17836
rango,-11.22079,-12.26642
comiendo,-11.22104,-11.90454
library,-11.22142,-10.65634
niece,-11.22263,-11.73066
tmb,-11.22454,-11.03383
puedes,-11.2249,-11.31825
pasar,-11.22522,-10.70706
perlu,-11.22696,-11.63853
burger,-11.22697,-11.31376
alles,-11.22704,-11.16626
sayaaang,-11.2274,-11.48269
broke,-11.2278,-9.04294
alleen,-11.22793,-10.25418
worst,-11.23008,-9.0856
market,-11.23132,-11.59948
theme,-11.23154,-11.86444
cierto,-11.23158,-11.14735
bob,-11.23169,-11.45428
lewat,-11.23215,-10.82695
across,-11.2325,-11.41195
pasta,-11.23262,-11.58728
doanya,-11.23275,-12.80273
mejores,-11.23501,-11.8052
screen,-11.23564,-10.60426
bedtime,-11.23587,-11.59029
lagunya,-11.23602,-11.33559
window,-11.23651,-10.7434
honest,-11.23669,-11.57602
sumpah,-11.23769,-9.49418
freakin,-11.23777,-10.70666
view,-11.23832,-11.40409
okeh,-11.23838,-12.56854
pase,-11.2385,-11.10403
ando,-11.23897,-10.18318
quiere,-11.23947,-10.16834
yoga,-11.23979,-11.72488
liburan,-11.24003,-10.68328
dublin,-11.24084,-11.0415
aunque,-11.241,-10.78987
kat,-11.24109,-11.06683
nail,-11.24125,-10.79354
loser,-11.24164,-10.9768
painting,-11.24203,-11.89296
given,-11.2424,-11.01789
ahahah,-11.24261,-11.4942
trend,-11.24288,-12.01838
possibly,-11.24313,-11.38363
perhaps,-11.24315,-11.81723
bebe,-11.24318,-10.6224
yur,-11.24387,-11.98097
cieee,-11.2442,-11.70867
nadie,-11.24478,-9.85781
momento,-11.24483,-10.74145
ngerjain,-11.24508,-10.77472
hall,-11.24543,-11.40267
kayanya,-11.2457,-10.29566
gut,-11.24651,-12.25586
lee,-11.24681,-11.45139
essay,-11.24754,-10.20403
opinion,-11.24754,-12.42398
llegue,-11.24769,-10.93159
hockey,-11.24907,-11.2392
>>>,-11.24955,-12.0675
moved,-11.2497,-10.79895
probs,-11.2498,-11.42125
aminn,-11.25014,-12.88598
search,-11.25037,-11.39314
malu,-11.25047,-10.82885
outfit,-11.25067,-11.86789
stoked,-11.25168,-12.86493
north,-11.25188,-11.45279
haciendo,-11.25268,-10.93275
glasses,-11.2531,-10.72351
jay,-11.25323,-11.55536
nervous,-11.25326,-10.62674
decir,-11.25362,-10.74615
texts,-11.25436,-10.78483
successful,-11.25443,-12.52486
local,-11.25467,-11.33938
tips,-11.25565,-12.02142
talaga,-11.25566,-11.25796
handle,-11.25578,-11.07123
knal,-11.25714,-13.648
percaya,-11.25776,-11.32996
winner,-11.25818,-12.09126
camino,-11.25846,-11.66408
wash,-11.25907,-11.07716
land,-11.25911,-11.49079
weg,-11.25979,-10.24528
dying,-11.2599,-9.77751
butter,-11.25993,-11.6057
entire,-11.26021,-10.93357
200,-11.26083,-11.62827
takut,-11.26162,-9.59084
ikutan,-11.26166,-10.7499
doctor,-11.26321,-10.28857
bnyk,-11.26333,-10.86939
boooa,-11.26354,-14.69406
bay,-11.26412,-11.34178
brings,-11.26476,-11.85948
blame,-11.26642,-10.94429
tweeties,-11.26658,-13.20969
gan,-11.26697,-11.35973
smpe,-11.26765,-10.48094
admit,-11.26793,-11.72096
haaa,-11.26828,-10.72426
release,-11.26832,-11.33264
fridays,-11.26864,-11.64784
bell,-11.26895,-11.52531
recommend,-11.26918,-12.56831
hmu,-11.27002,-12.55712
tempat,-11.27065,-11.07731
bee,-11.27089,-11.21166
control,-11.27094,-11.09163
steak,-11.27109,-11.95172
happier,-11.27127,-12.73655
pal,-11.27196,-11.33971
texas,-11.27337,-11.2958
restaurant,-11.27428,-11.7472
decide,-11.27431,-11.20723
dunk,-11.27543,-11.32847
baju,-11.27544,-10.93104
terlalu,-11.27562,-10.6344
hahahha,-11.27586,-11.30289
mid,-11.27596,-10.99282
taun,-11.27616,-11.39494
yummm,-11.2769,-13.19426
taco,-11.27691,-11.52604
beginning,-11.27701,-11.12302
july,-11.27717,-11.33828
nou,-11.27748,-10.45846
jump,-11.2781,-11.53055
knowing,-11.27867,-10.90483
sandwich,-11.27874,-11.44663
lauren,-11.27988,-11.68729
untung,-11.28038,-11.18213
llego,-11.2808,-10.75181
diia,-11.28087,-12.31259
auto,-11.28104,-11.20628
speaking,-11.28116,-11.53924
repeat,-11.28153,-11.69286
owh,-11.2828,-11.62748
center,-11.28284,-11.60174
max,-11.28318,-10.87427
swimming,-11.28381,-11.46055
hri,-11.28487,-10.91084
follownya,-11.28517,-15.40156
sedang,-11.28536,-11.20461
sell,-11.28589,-10.79111
cuddle,-11.28662,-10.19961
dormi,-11.28701,-10.59043
lonely,-11.28708,-9.4494
ayam,-11.28767,-10.91974
semester,-11.28854,-11.00456
fries,-11.2886,-11.76398
exhausted,-11.28907,-10.32021
sean,-11.28915,-11.49929
praying,-11.28936,-11.16479
...!!!,-11.28957,-10.96042
semakin,-11.28969,-11.18279
piano,-11.28986,-11.44076
ayooo,-11.28986,-11.22555
blow,-11.28986,-11.41017
mala,-11.2903,-9.86613
angry,-11.29091,-10.35594
posting,-11.29142,-11.76956
persona,-11.29174,-11.09839
jullie,-11.29329,-11.69994
silent,-11.29342,-11.99982
?!?,-11.29469,-10.80985
mii,-11.29472,-10.57925
apart,-11.29481,-10.68741
kasian,-11.29497,-9.05954
visiting,-11.29533,-11.76076
booked,-11.29567,-11.46719
pub,-11.29595,-11.47108
ambil,-11.29629,-10.99109
"..""",-11.29651,-11.41483
wasnt,-11.2967,-10.28529
beneran,-11.2971,-10.48662
celebrating,-11.29761,-12.29228
500,-11.29847,-11.549
jason,-11.29859,-11.65028
merasa,-11.29866,-11.01313
stories,-11.29973,-11.64609
blonde,-11.30005,-11.6326
shining,-11.30008,-12.12898
jeans,-11.30025,-11.04432
birds,-11.30031,-11.58576
table,-11.30039,-11.38385
everywhere,-11.30039,-10.6783
homie,-11.30208,-11.92195
android,-11.30219,-11.56531
heels,-11.30225,-11.24854
wid,-11.30246,-11.40405
flying,-11.30279,-11.22621
hurts,-11.30304,-8.15226
cookie,-11.30324,-11.54383
science,-11.30345,-10.70998
none,-11.30346,-10.19925
plenty,-11.30352,-12.18541
pure,-11.30555,-11.69916
ftw,-11.30563,-12.19421
goedemorgen,-11.30668,-12.86151
annyeong,-11.30699,-14.1065
cali,-11.30773,-11.35792
terakhir,-11.30782,-10.77315
penuh,-11.30796,-11.27815
hoo,-11.30803,-11.47472
trs,-11.30974,-10.5012
1933,-11.31049,-15.40084
comprar,-11.31112,-10.81756
boston,-11.31233,-11.17791
certainly,-11.31254,-12.14249
mantap,-11.31254,-12.5982
musical,-11.31276,-11.93538
stopped,-11.31424,-10.28121
slmt,-11.31464,-13.45961
minds,-11.31519,-12.1868
beliebers,-11.3153,-12.31983
maaci,-11.3154,-13.24123
playin,-11.31688,-11.67378
ajak,-11.31713,-10.32907
biasanya,-11.31722,-11.03106
daniel,-11.31763,-11.4241
tip,-11.31834,-12.04811
sombong,-11.31864,-10.19423
member,-11.319,-11.50369
network,-11.32048,-11.37888
pgn,-11.32073,-9.71731
form,-11.32084,-11.2471
dope,-11.32123,-12.86394
ahorita,-11.3215,-10.70415
pala,-11.32174,-10.81236
makanya,-11.32192,-10.37111
faces,-11.32209,-11.92427
inspiring,-11.32325,-13.91711
bouta,-11.32339,-12.25349
hoho,-11.32358,-11.7193
holla,-11.3237,-12.52086
*hugs*,-11.32374,-10.66625
letter,-11.32518,-11.51063
ayeee,-11.32523,-13.55385
california,-11.32527,-11.39034
tee,-11.32564,-11.62669
